title,reference_number,solicitation_number,contract_number,publishing_status,award_date,publication_date,gsin,contract_award_procedure,tendering_procedure,customer_info,supplier_info,currency,contract_value
Circuit Card Assembly (W8482-181945/001/DMARP4),PW-17-00797415,W8482-181945/B,W8482-181945/001/DMARP4,Active,2017-11-02,2017-11-29,"N5998 - Electrical and Electronic Assemblies, Boards, Cards and Associated Hardware",,Open,"Ali, AnnMarie 101 Colonel By Drive Ottawa  ON K1A 0K2 CA",Kaycom Inc 193 Brunswick Blvd Pointe-Claire QC H9R 5N2 Canada,,
VALVE GATE (W8482-178782/001/DMARP4),PW-17-00798191,W8482-178782/A,W8482-178782/001/DMARP4,Active,2017-11-27,2017-11-29,"N4820 - Valves, Nonpowered",,Open,"Mcclellan, Devin 101 Colonel By Ottawa  ON K1A 0K2 CA","Montreal Bronze Ltd. 2490 Boul. des Entreprises Terrebonne, QC J6X 4J8 Canada",,
Videoconference Procurement Vehicle (VCPV) 00754048/B (00754048/B),PW-17-00786773,00754048,00754048/B,Active,2017-11-30,2017-11-30,D316B - Telecommunications Network Services,,Open,"Rawlings, Sonya 613-355-8856 180 Kent St, 13 Floor, Office 13-125  Ottawa, Ontario, K1G 4A8","Magor, Cisco and Polycom.",,
Rental of tents and floors (46001483),PW-17-00797553,10171084,46001483,Active,2017-11-22,2017-12-05,WR8340 - TENTS AND TARPAULINS - RENTAL,,Open,"LeBrun, Darquise 819-994-2111 15 Eddy Street Gatineau  QC K1A 0M5 CA","Labelle Tents Inc. 1468 St-Albert Road St-Albert, ON  K0A 3C0",,
"Analyzer, Spectrum (W8482-182719/001/DMARP4)",PW-17-00795751,W8482-182719/A,W8482-182719/001/DMARP4,Active,2017-11-27,2017-12-07,N6625 - Electrical and Electronic Properties Measuring and Testing Instruments,,Open,Xiao Jun Zhou 455 Boulevard de la Carriere Gatineau  QC J8Y 6V7 CA,"Provan Controles Assoc. 2315 Rue Halpern  Saint-Laurent, QC H4S 1S3 Canada",,
"REGULATOR, OXYGEN, DILUTER DEMAND (W8485-184615)",PW-17-00796567,W8485-184615/A,W8485-184615,Active,2017-11-24,2017-12-07,"N1660 - Aircraft Air Conditioning, Heating and Pressurizing Equipment",,Open,"Mcilveen, Ralph 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Blue Aerospace 6211 N. Nob Hill Rd. Tamarac, Florida 33321 United States",,
"DEHYDRATOR UNIT, NONREACTIVATING (W0001-185396)",PW-17-00793342,W0001-185396/A,W0001-185396,Active,2017-12-01,2017-12-08,"N4440 - Dryers, Dehydrators and Anhydrators",,Open,"Mcilveen, Ralph 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","JHT Defense Inc. 2273 Guenette Saint-Laurent, Quebec H4R 2E9",,
Filter Element Fluid (W8482-182233/001/DMARP4),PW-17-00794168,W8482-182233/A,W8482-182233/001/DMARP4,Active,2017-12-08,2017-12-11,"N4330 - Centrifugals, Separators, and Pressure and Vacuum Filters",,Open,Devin McClellan 455 boul de la carriere Gatineau  QC J8Y 6R5 CA,"KAYCOM Inc 193, Boul. Brunswick Pointe-Claire, QC H9R 5N2 Canada",,
"LUBRICATING OIL, AIR COMPRESSOR (W8482-171068/001/DMARP4)",PW-17-00791687,W8482-171068/A,W8482-171068/001/DMARP4,Active,2017-11-29,2017-12-13,"N9150 - Oils and Greases, Cutting, Lubricating, and Hydraulic",,Open,"McClellan, Devin NDHQ - 101 Colonel By Dr Ottawa  ON K1A 0K2 CA","Compair Canada Inc 2390 South Service Rd W Oakville, ON L6L 5M9 Canada",,
"COMPRESSOR UNIT, RECIPROCATING SPARES (W8482-171760/002/DMARP4)",PW-17-00795590,W8482-171760/A,W8482-171760/002/DMARP4,Active,2017-12-12,2017-12-13,"N4820 - Valves, Nonpowered, N4310 - Compressors and Vacuum Pumps",,Open,"Mcclellan, Devin 101 Colonel By Ottawa  ON K1A 0K2 CA","Simex Defence Inc 216 Brunswick Blvd Pointe-Claire, QC H9A 1A6 Canada",,
MOTOR ALTERNATING CURRENT (W8482-182256/001/DMARP4),PW-17-00792969,W8482-182256/A,W8482-182256/001/DMARP4,Active,2017-11-22,2017-12-14,"N6105 - Motors, Electrical",,Open,"Mainguy, Jason 455 boul de la carriere Gatineau  QC J8Y 6R5 CA","Simex Defense Inc 216 Brunswick Blvd Pointe-Claire, QC H9R 1A6 Canada",,
"PUMP, OIL (W8482-171774)",PW-17-00793829,W8482-171774/A,W8482-171774,Active,2017-11-21,2017-12-14,N4310 - Compressors and Vacuum Pumps,,Open,"Mcclellan, Devin 101 Colonel By Ottawa  ON K1A 0K2 CA","KAYCOM Inc 193 boul. Brunswick Pointe-Claire, QC H9R 5N2",,
Learning Services Supply Arrangement under Stream 5 – Training Delivery: Requirement for hiring one instructor and one facilitator to provide training on metadata standard to DFO data owners. (FP802-170216),PW-17-00804791,FP802-170216,FP802-170216,Active,2017-12-14,2017-12-15,U008P - End-to-End Learning Services (Excludes COTS Training),,Limited,"Chau, Grace 613-993-8935 200 Kent Street Ottawa  ON K1A 0E6 CA",This requirement has been retendered.,,
"BATTERY,STORAGE (W8482-183068/001/DMARP4)",PW-17-00798052,W8482-183068/A,W8482-183068/001/DMARP4,Active,2017-12-08,2017-12-19,"N6140 - Batteries, Rechargeable",,Open,"Ali, Marcia Ann NDHQ - 101 Colonel By Dr Ottawa  ON K1A 0K2 CA","Simex Defence Inc. 216 Brunswick Blvd. Pointe-Claire, Quebec H9R 1A6 Canada",,
Machine Guarding Installation and Mechanical & Electrical Components Replacement at the Carillon Navigation (%p201-17-5050),PW-17-00783041,5P201-17-5050,%p201-17-5050,Active,2017-12-21,2017-12-22,"5179H - General Machine Shop Services, H100AA - Inspection, Engineering Services, Marine, 5112B - Demolition Work, 5116A - Scaffolding Work, N3010CB - Variable Speed Gear Assemblies, Mechanical, 5159B - Other Special Trade Construction Work, JX3895 - Miscellaneous Construction Equipment - Repair",,Open,"Bernier, Marilyn 418-648-4569 3 Passage du Chien d'Or, Room 200 Québec  QC G1R 4V7 CA","Groupe Promec inc. 1300, rue Saguenay Rouyn-Noranda, Québec J9X 7C3",,
TBIPS Internal IT infrastructure and operations services and support (4500368497),PW-17-00789410,1000194164,4500368497,Active,2017-09-01,2017-12-22,D302A - Informatics Professional Services,,Selective,"Fletcher, Kim 600 - 1138 Melville Street Vancouver  BC V6E 4S3 CA",Donna Cona Inc.,,
"HARNESS, SAFETY, PERSONNEL, HOISTING, HELICOPTER (W0001-185333)",PW-17-00795543,W0001-185333/A,W0001-185333,Active,2017-12-15,2017-12-22,"N1670 - Parachutes, Aerial Pick-Up Delivery, Recovery Systems, and Cargo Tie Down Equipment, N1680 - Miscellaneous Aircraft Accessories and Components, N4240 - Safety and Rescue Equipment, N9390 - Miscellaneous Fabricated Nonmetallic Material",,Open,"Mcilveen, Ralph 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","2415779 Ontario Inc. Miltex Solutions Canada 35 Wilson Avenue Belleville, ON K8P 1R7",,
Electrostatic Discharge Tester and Chambers for Electro-Explosive Devices (W8486-184362/001/QE),PW-17-00797148,W8486-184362/A,W8486-184362/001/QE,Active,2017-11-24,2017-12-27,N6640 - Laboratory Equipment and Supplies,,Open,Julianne Eng 819-939-9078 101 Colonel By Drive Ottawa  ON K1A 0K2 CA,"Franklin Applied Physics Inc. 98 Highland Ave, suite D-03 PO Box 313 Oaks PA USA 19456-0313",,
VECTOR NETWORK ANALYZER (W8486-184194/001/QE),PW-17-00797710,W8486-184194/A,W8486-184194/001/QE,Active,2017-12-22,2017-12-27,N6625 - Electrical and Electronic Properties Measuring and Testing Instruments,,Selective,Julianne Eng 819-939-9078 101 Colonel By Drive Ottawa  ON K1A 0K2 CA,"Gap Wireless Inc. 2880 Argentia Rd, unit 8&9 Mississauga, ON",,
Antenna couplers (W8472-185705/001/DMARP2),PW-17-00800138,W8472-185705/A,W8472-185705/001/DMARP2,Active,2017-12-22,2017-12-27,"N5985 - Antennas, Waveguides and Related Equipment",,Open,"Sicard, Dalton 101 Colonel By Dr Ottawa  ON K1A 0K2 CA","Kaycom 193, boul. Brunswick Pointe-Claire,  QC H9R 5N2",,
Computed Radiography Systems (W8486-184545/001/QE),PW-17-00808417,W8486-184545,W8486-184545/001/QE,Active,2017-12-22,2017-12-27,N6635 - Physical Properties Testing Equipment,,Limited,"Bleskie, Valerie 819-939-6477 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Trikon Technologies 208 Rue Joseph-Carrier Vaudreuil-Dorion, QC J7V 5V5",,
"Ties, Blue (7224856)",PW-17-00798969,201801751,7224856,Active,2017-11-24,2017-12-28,"N8440 - Hosiery, Handwear and Clothing Accessories, Men's, N8445 - Hosiery, Handwear and Clothing Accessories, Women's",,Limited,"Latendresse, Lisa 613-843-3597 73 Leikin Drive Ottawa  ON K1A 0R2 CA","Cravate Benart Cravat (Canada) Inc. 820 chemin du Grand-Bernier Nord St-Jean-Sur-Richelieu, Quebec J2W 0A6",,
Learning Services Supply Arrangement under Stream 5 – Training Delivery: Requirement for hiring one instructor and one facilitator to provide training on metadata standard to DFO data owners. (FP802-170216),PW-17-00804791,FP802-170216,FP802-170216,Active,2018-01-01,2018-01-02,U008P - End-to-End Learning Services (Excludes COTS Training),,Limited,"Chau, Grace 613-993-8935 200 Kent Street Ottawa  ON K1A 0E6 CA",Will be retendered in the near future.,,
"Encasement, I.D. Badge (M0077-16-J006)",PW-17-00789841,M0077-16-J006,M0077-16-J006,Active,2017-11-27,2018-01-04,"N8455ACB - BADGE, IDENTIFICATION, LAMINATED PLASTIC, WITH ENGRAVED LETTERING",,Limited,"Latendresse, Lisa 613-843-3597 73 Leikin Dr. M1 4th Floor Mail Stop 15 Ottawa  ON K1A 0R2 CA","Clearmount Plastics Ltd. 103 Vanderhoof Avenue Toronto, Ontario M4G 2H5",,
Amplifier-Frequency Multiplier (W8482-182930/001/DMARP4),PW-17-00801690,W8482-182930/A,W8482-182930/001/DMARP4,Active,2017-12-18,2018-01-08,"N5820 - Radio and Television Communications Equipment, Except Airborne",,Open,"Joost, Jeremy 455 Boulevard de la Carriere Gatineau  QC J8Y 6R5 CA","Integrated Procurement Technology Inc 7320 Hollister Avenue Goleta, California USA",,
STANDING OFFER FOR MARINE EMERGENCY DUTIES REFRESHER TRAINING (F5211-170421),PW-17-00805218,F5211-170421,F5211-170421,Active,2017-12-28,2018-01-09,U010P - Certification and Accreditation - Emergent Care Training,,Limited,Cathi Harris 506-452-3639 301 Bishop Drive   Fredericton  NB E3C 2M6 CA,"Western Maritime Institute Ladysmith, BC",,
NMSO Car Rental Directory (EN578-180634/001/LP),PW-17-00789883,EN578-180634,EN578-180634/001/LP,Active,2018-01-09,2018-01-10,WR2310 - PASSENGER MOTOR VEHICLES - RENTAL,,Open,"Dicaire, Francois 819-420-3001 11 Laurier St, PDPIII, 7B3-38 Gatineau  QC K1A 0S5 CA",PBN 106533326PG0004 Thrifty Car Rental,,
NMSO Car Rental Directory (EN578-180634/002/LP),PW-18-00811102,EN578-180634,EN578-180634/002/LP,Active,2018-01-09,2018-01-10,WR2310 - PASSENGER MOTOR VEHICLES - RENTAL,,Open,"Dicaire, Francois 819-420-3001 11 Laurier St, PDPIII, 7B3-38 Gatineau  QC K1A 0S5 CA",PBN 880643820PG0007 Budget Rent a Car,,
NMSO Car Rental Directory (EN578-180634/003/LP),PW-18-00811103,EN578-180634,EN578-180634/003/LP,Active,2018-01-09,2018-01-10,WR2310 - PASSENGER MOTOR VEHICLES - RENTAL,,Open,"Dicaire, Francois 819-420-3001 11 Laurier St, PDPIII, 7B3-38 Gatineau  QC K1A 0S5 CA",PBN 887892537PG0003 Discount Car and Truck Rentals,,
RFSO Car Rental Directory (EN578-180634/004/LP),PW-18-00811104,EN578-180634,EN578-180634/004/LP,Active,2018-01-09,2018-01-10,WR2310 - PASSENGER MOTOR VEHICLES - RENTAL,,Open,"Dicaire, Francois 819-420-3001 11 Laurier St, PDPIII, 7B3-38 Gatineau  QC K1A 0S5 CA",PBN 100361989PG0001 Avis Rent a Car,,
NMSO Car Rental Directory (EN578-180634/005/LP),PW-18-00811112,EN578-180634,EN578-180634/005/LP,Active,2018-01-09,2018-01-10,WR2310 - PASSENGER MOTOR VEHICLES - RENTAL,,Open,"Dicaire, Francois 819-420-3001 11 Laurier St, PDPIII, 7B3-38 Gatineau  QC K1A 0S5 CA",PBN 102337847PG0001 Hertz Canada Limited,,
NMSO Car Rental Directory (EN578-180634/006/LP),PW-18-00811113,EN578-180634,EN578-180634/006/LP,Active,2018-01-09,2018-01-10,WR2310 - PASSENGER MOTOR VEHICLES - RENTAL,,Open,"Dicaire, Francois 819-420-3001 11 Laurier St, PDPIII, 7B3-38 Gatineau  QC K1A 0S5 CA",PBN 889365821PG0026 National Car Rental,,
NMSO Car Rental Directory (EN578-180634/007/LP),PW-18-00811149,EN578-180634,EN578-180634/007/LP,Active,2018-01-09,2018-01-10,WR2310 - PASSENGER MOTOR VEHICLES - RENTAL,,Open,"Dicaire, Francois 819-420-3001 11 Laurier St, PDPIII, 7B3-38 Gatineau  QC K1A 0S5 CA",PBN 889365821PG0005 Enterprise Rent a Car,,
NMSO Car Rental Directory (EN578-180634/008/LP),PW-18-00811150,EN578-180634,EN578-180634/008/LP,Active,2018-01-09,2018-01-10,WR2310 - PASSENGER MOTOR VEHICLES - RENTAL,,Open,"Dicaire, Francois 819-420-3001 11 Laurier St, PDPIII, 7B3-38 Gatineau  QC K1A 0S5 CA",PBN 895436319PG0001 Location Sauvageau inc.,,
NMSO Car Rental Directory (EN578-180634/009/LP),PW-18-00811151,EN578-180634,EN578-180634/009/LP,Active,2018-01-09,2018-01-10,WR2310 - PASSENGER MOTOR VEHICLES - RENTAL,,Open,"Dicaire, Francois 819-420-3001 11 Laurier St, PDPIII, 7B3-38 Gatineau  QC K1A 0S5 CA",PBN 103367363PG0001 Location Jean Légaré ltée.,,
NMSO Car Rental Directory (EN578-180634/010/LP),PW-18-00811152,EN578-180634,EN578-180634/010/LP,Active,2018-01-09,2018-01-10,WR2310 - PASSENGER MOTOR VEHICLES - RENTAL,,Open,"Dicaire, Francois 819-420-3001 11 Laurier St, PDPIII, 7B3-38 Gatineau  QC K1A 0S5 CA",PBN 141413765PG0001 Leblanc Location d'Auto,,
NMSO Car Rental Directory (EN578-180634/011/LP),PW-18-00811153,EN578-180634,EN578-180634/011/LP,Active,2018-01-09,2018-01-10,WR2310 - PASSENGER MOTOR VEHICLES - RENTAL,,Open,"Dicaire, Francois 819-420-3001 11 Laurier St, PDPIII, 7B3-38 Gatineau  QC K1A 0S5 CA",PBN 123868622PG0001 Bonne Route Location d'Autos et Camions,,
NMSO Car Rental Directory (EN578-180634/012/LP),PW-18-00811154,EN578-180634,EN578-180634/012/LP,Active,2018-01-09,2018-01-10,WR2310 - PASSENGER MOTOR VEHICLES - RENTAL,,Open,"Dicaire, Francois 819-420-3001 11 Laurier St, PDPIII, 7B3-38 Gatineau  QC K1A 0S5 CA",PBN 873541296PG0001 AutoMax SALES-SERVICE-RENTALS,,
NMSO Car Rental Directory (EN578-180634/013/LP),PW-18-00811155,EN578-180634,EN578-180634/013/LP,Active,2018-01-09,2018-01-10,WR2310 - PASSENGER MOTOR VEHICLES - RENTAL,,Open,"Dicaire, Francois 819-420-3001 11 Laurier St, PDPIII, 7B3-38 Gatineau  QC K1A 0S5 CA",PBN 143688570PG0002 Gloda Car Rentals (Location d'Auto Globe),,
NMSO Car Rental Directory (EN578-180634/014/LP),PW-18-00811157,EN578-180634,EN578-180634/014/LP,Active,2018-01-09,2018-01-10,WR2310 - PASSENGER MOTOR VEHICLES - RENTAL,,Open,"Dicaire, Francois 819-420-3001 11 Laurier St, PDPIII, 7B3-38 Gatineau  QC K1A 0S5 CA",PBN 102214632PG0008 Driving Force,,
NMSO Car Rental Directory (EN578-180634/015/LP),PW-18-00811159,EN578-180634,EN578-180634/015/LP,Active,2018-01-09,2018-01-10,WR2310 - PASSENGER MOTOR VEHICLES - RENTAL,,Open,"Dicaire, Francois 819-420-3001 11 Laurier St, PDPIII, 7B3-38 Gatineau  QC K1A 0S5 CA",PBN 873792162PG0001 Location d'autos des Iles,,
NMSO Car Rental Directory (EN578-180634/016/LP),PW-18-00811160,EN578-180634,EN578-180634/016/LP,Active,2018-01-09,2018-01-10,WR2310 - PASSENGER MOTOR VEHICLES - RENTAL,,Open,"Dicaire, Francois 819-420-3001 11 Laurier St, PDPIII, 7B3-38 Gatineau  QC K1A 0S5 CA",PBN 134199694PG0001 Routes Car and Truck Rentals,,
Pest Control Services (51000-18-2682951),PW-17-00796770,51000-18-2682951,51000-18-2682951,Active,2018-01-10,2018-01-11,K106CA - Insect/Rodent Control Services,,Open,"Perrin, Melanie 306-659-9253 3427 Faithfull Ave Saskatoon  SK S7K 8H6 CA",Rentokil Pest Control Canada Ltd,,
ROV-EOD Mini Robot (7225668),PW-17-00802358,201801042,7225668,Active,2018-01-03,2018-01-11,"N1385 - Explosive Ordnance Disposal Tools, Surface",,Open,"Egan, Scott 613-843-4511 73 Leikin Drive Ottawa  ON K1A 0R2 CA","ICOR Technology 935 Ages Drive Ottawa, ON K1G 6L3",,
Sewage Interceptor Cleanout Services (51000-18-2682958),PW-17-00798872,51000-18-2682958A,51000-18-2682958,Active,2018-01-11,2018-01-12,JX4630 - Sewage Treatment Equipment - Repair,,Open,"Perrin, Melanie 306-659-9253 3427 Faithfull Ave Saskatoon  SK S7K 8H6 CA",Kings Septic and Portable Toilet Service Inc,,
Ultra-Wideband Antenna Feeds (W6369-18-X014),PW-17-00805835,W6369-18-X014,W6369-18-X014,Active,2018-01-10,2018-01-12,"N5985 - Antennas, Waveguides and Related Equipment",,Open,"National Defence Headquarters Ottawa, Ontario","Felix Technology Inc. Concord, Ontario",,
"O-Ring / Washer, Flat / Cooler, Industrial (4501662350)",PW-17-00792638,W8482-182783/A,4501662350,Active,2018-01-08,2018-01-16,"N4220 - Marine Life Saving and Diving Equipment, N5331 - O-Ring, N5310 - Nuts and Washers",,Open,"Andrews, Meghan  D Mar P 5-4-2-7",SIMEX,,
"Hoses, Non Metallic (W8482-183020)",PW-17-00800760,W8482-183020,W8482-183020,Active,2018-01-19,2018-01-22,N4720 - Hose and Flexible Tubing,,Open,CA,Patlon,,
TBIPS-SA requirement for  One (1) Level 3 Project Manager One (1) Level 2 Technical Architect (87055-17-0121),PW-17-00804313,87055-17-0121/A,87055-17-0121,Active,2018-01-19,2018-01-22,D302A - Informatics Professional Services,,Selective,"Kardum, Robert 613-996-6724 410 Laurier Ave W Ottawa  ON K1P 5S9 CA","Michael Wager Consulting Inc.  173 Dalhousie Street, Suite A  Ottawa, ON Canada K1N 7C7",,
Expert Services in Air Quality and Noise Emissions Management for NRC facilities across Canada (2000336),PW-17-00801477,17-22076,2000336,Active,2018-01-22,2018-01-23,E101A - Air Quality Support Services,,Open,"Gillis, Johnathon 613-993-5506 1200 Montreal Road, M22 Ottawa  ON K1A 0R6 CA","SNC LAVALIN Inc. 2271 Fernand-Lafontaine Blvd. Quebec, Longueil  J4G 2R7",,
TBIPS-SA requirement for One (1) Level 3 A.8 Systems Analyst for e-Access Upgrade Project (87055-17-0278),PW-17-00806523,87055-17-0278/A,87055-17-0278,Active,2018-01-29,2018-01-30,D302A - Informatics Professional Services,,Selective,"Kardum, Robert 613-996-6724 410 Laurier Ave W Ottawa  ON K1P 5S9 CA","Altruistic Informatics Consulting Inc.  2487 Kaladar Avenue, Suite 106  Ottawa, ON Canada K1V 8B9",,
"CARTRIDGE,WATER DEMINERALIZER,ION EXCHANGE; (W8482-182307/001/DMARP4)",PW-17-00793550,W8482-182307/A,W8482-182307/001/DMARP4,Active,2017-11-28,2018-01-31,N4610 - Water Purification Equipment,,Open,"Mcclellan, Devin 101 Colonel By Ottawa  ON K1A 0K2 CA",BluMetric Environmental  3108 Carp Road Po Box 430 Ottawa Ontario K0A1L0,,
"Jacket, Take Down (7225850)",PW-17-00797501,201801750,7225850,Active,2018-01-17,2018-01-31,N8405L - Jackets/Trousers/Coveralls/Slacks/Shorts,,Limited,"Latendresse, Lisa 613-843-3597 73 Leikin Drive Ottawa  ON K1A 0R2 CA","Artex Sportswear Inc. 40 Tiffield Road, Unit 9 Toronto, Ontario M1V 5B6",,
"BATTERY, NON RECHARGEABLE (W8486-184465/002/LC)",PW-17-00799920,W8486-184465/a,W8486-184465/002/LC,Active,2018-01-30,2018-01-31,"N6135 - Batteries, Primary",,Open,"Nixon, Michael 819-939-7397 45 Sacre Coeur Blvd Gatineau  QC J8X 1C6 CA","Kaycom  193, boul. Brunswick Pointe-Claire, QC H9R 5N2",,
"Valve, Diaphragm, Stop and Membrane Valve, Ball (W8482-182834/001/DMARP4)",PW-17-00802013,W8482-182834/A,W8482-182834/001/DMARP4,Active,2018-01-11,2018-02-01,"N4820 - Valves, Nonpowered, N4810 - Valves, Powered",,Open,Francisco Mejia de la Rosa 101 Colonel By Ottawa  ON K1A 0K2 CA,Montreal Bronze 2490 Des Entreprises BLVD Terrebonne QC J6X 4J8,,
"MOUNT,RESILIENT,WEAPON SYSTEM (W8482-183056/001/DMARP4)",PW-17-00801933,W8482-183056/A,W8482-183056/001/DMARP4,Active,2018-01-23,2018-02-02,"N5342 - Hardware, Weapon System Refer to Parent Weapon System. Anodes used on Navy Ships belong to HN Division",,Open,"Ali, Marcia Ann NDHQ - 101 Colonel By Dr Ottawa  ON K1A 0K2 CA","Simex Defence Inc. 216 Brunswick Blvd. Pointe-Claire, Quebec Canada H9R 1A6",,
"Badge, Cap, Cloth (7226441)",PW-17-00795530,201801717,7226441,Active,2018-02-02,2018-02-05,N8455 - Badges and Insignia,,Limited,"Latendresse, Lisa 613-843-3597 73 Leikin Drive Ottawa  ON K1A 0R2 CA","Les Industries Polix inc. 160 St-Viateur est # 406 Montreal, Quebec H2T 1A8",,
"Tracking System, Electro-OpticalInterface Unit, Video (W8482-182066/001/DMARP4)",PW-17-00789678,W8482-182066/A,W8482-182066/001/DMARP4,Active,2017-11-07,2018-02-07,"N5895 - Miscellaneous Communications Equipment, N5836 - Video Recording and Reproduction Equipment",,Open,"Thomas, Therese 101 Colonel By Dr Ottawa  ON K1A 0K2 CA","Unisource Technology Inc. Montreal, QC H9P 2M8",,
"DEHYDRATOR UNIT, NONREACTIVATING (W8482-182111/001/DMARP4)",PW-17-00789704,W8482-182111/A,W8482-182111/001/DMARP4,Active,2017-12-05,2018-02-07,"N4440 - Dryers, Dehydrators and Anhydrators",,Open,"Thomas, Therese 101 Colonel By Dr Ottawa  ON K1A 0K2 CA","Simex Defence Inc. Pointe-Claire, Quebec H9R 1A6",,
"Filter Element, Air conditioning. Seal Kit. Filter Element, Fluid (W8482-182653/001/DMARP4)",PW-17-00791163,W8482-182653/A,W8482-182653/001/DMARP4,Active,2018-01-24,2018-02-07,"N5330 - Packing and Gasket Material, N4130 - Refrigeration and Air Conditioning Components",,Open,"Thomas, Therese 101 Colonel By Dr Ottawa  ON K1A 0K2 CA","Simex Defence Inc. Pointe-Claire, Quebec H9R 1A6",,
ADAPTERS (W8482-182711/001/DMARP4),PW-17-00797371,W8482-182711/A,W8482-182711/001/DMARP4,Active,2018-02-01,2018-02-07,N5975 - Electrical Hardware and Supplies,,Open,"Thomas, Therese 455 Blvd de la Carriere Gatineau  QC J8Y 6R5 CA","Unisource Technology Inc Montreal, QC H9P 2M8",,
ADAPTERS (W8482-182711/002/DMARP4),PW-17-00797371,W8482-182711/A,W8482-182711/002/DMARP4,Active,2018-02-01,2018-02-07,N5975 - Electrical Hardware and Supplies,,Open,"Thomas, Therese 455 Blvd de la Carriere Gatineau  QC J8Y 6R5 CA","KAYCOM Pointe-Claire, QC H9R 5N2",,
