title,reference_number,solicitation_number,contract_number,publishing_status,award_date,publication_date,gsin,contract_award_procedure,tendering_procedure,customer_info,supplier_info,currency,contract_value
Miscellaneous Ammunition (5FB0A-15U285/001/BK),PW-$$BK-350-24661,5FB0A-15U285,5FB0A-15U285/001/BK,Active,2014-09-04,2014-09-05,N1395 - Miscellaneous Ammunition,Exclusive Rights,,CANADIAN COMMERCIAL CORPORATION 11TH FL. 50 O CONNOR ST OTTAWA ON K1A0S6 CAN,GENERAL DYNAMICS ORDNANCE AND TACTICAL SYSTEMS - CANADA INC. 5 Montée des Arsenaux Repentigny Quebec J5Z2P4 Canada,USD,1015920.00
Spare Part in Support of Leo II (W8486-151117/001/BL),PW-$$BL-297-24507,W8486-151117/A,W8486-151117/001/BL,Active,2014-09-05,2014-09-08,N5331 - O-Ring,Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,August Schröder Maschinenbau GmbH Postfach 120543 Remscheid 42875 Germany,EUR,1243.40
Spare Part in Support of Leo II (W8486-151117/013/BL),PW-$$BL-297-24507,W8486-151117/A,W8486-151117/013/BL,Active,2014-09-05,2014-09-08,N5331 - O-Ring,Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,ZELTMANN IMPORT-EXPORT GmbH STREET IGELBACHSTR 14 LOFFENAU 76597 Germany,EUR,409.50
Spare Part in Support of Leo II (W8486-151117/012/BL),PW-$$BL-297-24507,W8486-151117/A,W8486-151117/012/BL,Active,2014-09-05,2014-09-08,N5331 - O-Ring,Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,ToKa Innovationen GmbH Schliekumer Strasse 25 Sarstedt 31157 Germany,EUR,337.50
Spare Part in Support of Leo II (W8486-151117/008/BL),PW-$$BL-297-24507,W8486-151117/A,W8486-151117/008/BL,Active,2014-09-05,2014-09-08,N5331 - O-Ring,Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,Rheinmetall Landsysteme Gmbh Heinrich-Ehrhardt-Str. 2 Unterluess 29345 Germany,EUR,1570.45
Spare Part in Support of Leo II (W8486-151117/007/BL),PW-$$BL-297-24507,W8486-151117/A,W8486-151117/007/BL,Active,2014-09-05,2014-09-08,N5331 - O-Ring,Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,PAAR LOGISTIK GMBH Stadtplatz 28 AICHACH D-86551 GERMANY,EUR,520.50
Spare Part in Support of Leo II (W8486-151117/006/BL),PW-$$BL-297-24507,W8486-151117/A,W8486-151117/006/BL,Active,2014-09-05,2014-09-08,N5331 - O-Ring,Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,GUNTER LANGKOPF HARFFSTR.36 DUSSELDORF 40591 Germany,EUR,5920.00
Spare Part in Support of Leo II (W8486-151117/005/BL),PW-$$BL-297-24507,W8486-151117/A,W8486-151117/005/BL,Active,2014-09-05,2014-09-08,N5331 - O-Ring,Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,KRAUSS-MAFFEI WEGMANN GmbH & Co. KG KRAUSS MAFFEI STR 11 POSTFACH 50 02 40 Munchen D-80972 Germany,EUR,3770.20
Spare Part in Support of Leo II (W8486-151117/003/BL),PW-$$BL-297-24507,W8486-151117/A,W8486-151117/003/BL,Active,2014-09-05,2014-09-08,N5331 - O-Ring,Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,"HERKULES FAHRZEUGLOGISTIK LANDGRAF-KARL-STR 34131 KASSEL, GERMANY KASSEL Germany",EUR,5508.83
Spare Part in Support of Leo II (W8486-151117/002/BL),PW-$$BL-297-24507,W8486-151117/A,W8486-151117/002/BL,Active,2014-09-05,2014-09-08,N5331 - O-Ring,Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,GLOBAL LOGISTICS SUPPORT GmbH RESSENER WEG 1 ALTDOEBERN 03229 Germany,EUR,21943.20
SPARES FOR VICTORIA CLASS SUBMARINE (W8482-156388/01-GRK10),PW-14-00645726,GRK(W8482-156388/000/A),W8482-156388/01-GRK10,Active,2014-09-05,2014-09-08,"N2530 - Vehicular Brake, Steering, Axle, Wheel and Track Components, N4130 - Refrigeration and Air Conditioning Components, N5845 - Underwater Sound Equipment, N5935 - Connectors, Electrical, N5995 - Cable, Cord, and Wire Assemblies, Communication Equipment, N5998 - Electrical and Electronic Assemblies, Boards, Cards and Associated Hardware, N6210 - Indoor and Outdoor Electric Lighting Fixtures",,Open,"Pekrul, Sonja +49 261-98252-25 Public Works and Government Services Canada Mayener Strasse 87 D-56070 Koblenz, Germany sonja.pekrul@tpsgc-pwgsc.gc.ca","Central Management Catalogue Agency Ltd. Suites 1 and 2 Brindley Court, Gresley Road, Warndon Worcester, WR4 9FD United Kingdom",GBP,
"LEOPARD C2, FAMILY OF VEHICLES (FOV) - SPARE PARTS (W8486-151555/01-GRK10)",PW-14-00645598,GRK(W8486-151555/000/A),W8486-151555/01-GRK10,Active,2014-09-08,2014-09-09,"N2520 - Vehicular Power Transmission Components, N2940 - Engine Air and Oil Filters, Strainers and Cleaners, Non-Aircraft, N3040 - Power Transmission Equipment, Miscellaneous, N3130 - Bearings, Mounted, N4030 - Fittings for Rope, Cable and Chain, N4720 - Hose and Flexible Tubing, N4730 - Hose, Pipe, Tube, Lubrication, and Railing Fittings, N4910 - Motor Vehicle Maintenance and Repair Shop Specialized Equipment, N5305 - Screws, N5306 - Bolts, N5307 - Studs, N5325 - Fastening Devices, N5330 - Packing and Gasket Material, N5331 - O-Ring, N5910 - Capacitors, N5970 - Electrical Insulators and Insulating Materials, N5977 - Electrical Contact Brushes and Electrodes, N6150 - Miscellaneous Electric Power and Distribution Equipment",,Open,"Pekrul, Sonja +49 261-98252-25 Public Works and Government Services Canada Mayener Strasse 87 D-56070 Koblenz, Germany sonja.pekrul@tpsgc-pwgsc.gc.ca",ToKa Innovationen GmbH Schliekumer Straße 25 31157 Sarstedt Germany,EUR,
"LEOPARD C2, FAMILY OF VEHICLES (FOV) - SPARE PARTS (W8486-151555/02-GRK10)",PW-14-00645598,GRK(W8486-151555/000/A),W8486-151555/02-GRK10,Active,2014-09-08,2014-09-09,"N2520 - Vehicular Power Transmission Components, N2940 - Engine Air and Oil Filters, Strainers and Cleaners, Non-Aircraft, N3040 - Power Transmission Equipment, Miscellaneous, N3130 - Bearings, Mounted, N4030 - Fittings for Rope, Cable and Chain, N4720 - Hose and Flexible Tubing, N4730 - Hose, Pipe, Tube, Lubrication, and Railing Fittings, N4910 - Motor Vehicle Maintenance and Repair Shop Specialized Equipment, N5305 - Screws, N5306 - Bolts, N5307 - Studs, N5325 - Fastening Devices, N5330 - Packing and Gasket Material, N5331 - O-Ring, N5910 - Capacitors, N5970 - Electrical Insulators and Insulating Materials, N5977 - Electrical Contact Brushes and Electrodes, N6150 - Miscellaneous Electric Power and Distribution Equipment",,Open,"Pekrul, Sonja +49 261-98252-25 Public Works and Government Services Canada Mayener Strasse 87 D-56070 Koblenz, Germany sonja.pekrul@tpsgc-pwgsc.gc.ca",Paar Logistik GmbH Stadtplatz 28 86551 Aichach Germany,EUR,
"LEOPARD C2, FAMILY OF VEHICLES (FOV) - SPARE PARTS (W8486-151555/03-GRK10)",PW-14-00645598,GRK(W8486-151555/000/A),W8486-151555/03-GRK10,Active,2014-09-08,2014-09-09,"N2520 - Vehicular Power Transmission Components, N2940 - Engine Air and Oil Filters, Strainers and Cleaners, Non-Aircraft, N3040 - Power Transmission Equipment, Miscellaneous, N3130 - Bearings, Mounted, N4030 - Fittings for Rope, Cable and Chain, N4720 - Hose and Flexible Tubing, N4730 - Hose, Pipe, Tube, Lubrication, and Railing Fittings, N4910 - Motor Vehicle Maintenance and Repair Shop Specialized Equipment, N5305 - Screws, N5306 - Bolts, N5307 - Studs, N5325 - Fastening Devices, N5330 - Packing and Gasket Material, N5331 - O-Ring, N5910 - Capacitors, N5970 - Electrical Insulators and Insulating Materials, N5977 - Electrical Contact Brushes and Electrodes, N6150 - Miscellaneous Electric Power and Distribution Equipment",,Open,"Pekrul, Sonja +49 261-98252-25 Public Works and Government Services Canada Mayener Strasse 87 D-56070 Koblenz, Germany sonja.pekrul@tpsgc-pwgsc.gc.ca",Schu & Schneider GmbH Weimarer Str. 10 66606 St. Wendel Germany,EUR,
"LEOPARD C2, FAMILY OF VEHICLES (FOV) - SPARE PARTS (W8486-151555/04-GRK10)",PW-14-00645598,GRK(W8486-151555/000/A),W8486-151555/04-GRK10,Active,2014-09-08,2014-09-09,"N2520 - Vehicular Power Transmission Components, N2940 - Engine Air and Oil Filters, Strainers and Cleaners, Non-Aircraft, N3040 - Power Transmission Equipment, Miscellaneous, N3130 - Bearings, Mounted, N4030 - Fittings for Rope, Cable and Chain, N4720 - Hose and Flexible Tubing, N4730 - Hose, Pipe, Tube, Lubrication, and Railing Fittings, N4910 - Motor Vehicle Maintenance and Repair Shop Specialized Equipment, N5305 - Screws, N5306 - Bolts, N5307 - Studs, N5325 - Fastening Devices, N5330 - Packing and Gasket Material, N5331 - O-Ring, N5910 - Capacitors, N5970 - Electrical Insulators and Insulating Materials, N5977 - Electrical Contact Brushes and Electrodes, N6150 - Miscellaneous Electric Power and Distribution Equipment",,Open,"Pekrul, Sonja +49 261-98252-25 Public Works and Government Services Canada Mayener Strasse 87 D-56070 Koblenz, Germany sonja.pekrul@tpsgc-pwgsc.gc.ca",G. Langkopf Maschinenbau Postfach 25 01 64 40093 Düsseldorf Germany,EUR,
"Ammunition, over 30mm up To 75mm (5FB0A-15U284/001/BK)",PW-$$BK-350-24665,5FB0A-15U284,5FB0A-15U284/001/BK,Active,2014-09-08,2014-09-09,"N1310 - Ammunition, over 30mm up To 75mm",Exclusive Rights,,CANADIAN COMMERCIAL CORPORATION 11TH FL. 50 O CONNOR ST OTTAWA ON K1A0S6 CAN,GENERAL DYNAMICS ORDNANCE AND TACTICAL SYSTEMS - CANADA INC. 5 Montée des Arsenaux Repentigny Quebec J5Z2P4 Canada,USD,10956120.83
SPARES FOR CPF CLASS SHIPS (W8482-156399/01-GRK10),PW-14-00647046,GRK(W8482-156399/000/A),W8482-156399/01-GRK10,Active,2014-09-10,2014-09-11,"N5306 - Bolts, N5310 - Nuts and Washers, N5340 - Hardware, Commercial",,Open,"Pekrul, Sonja +49 261-98252-25 Public Works and Government Services Canada Mayener Strasse 87 D-56070 Koblenz, Germany sonja.pekrul@tpsgc-pwgsc.gc.ca",DAMEN SCHELDE GEARS Koningsweg 2 4381 NA Vlissingen Netherlands,EUR,
Information Products (K7A30-140012/001/PI),PW-$$PI-012-65702,K7A30-140012,K7A30-140012/001/PI,Active,2014-09-10,2014-09-11,D317E - Information Products,Exclusive Rights,,ENVIRONMENT CANADA 2ND FL. 351 ST JOSEPH BLVD GATINEAU QC K1A0H3 CAN,ELSEVIER B.V. 29 Radarweg NA Amsterdam NXAMSTERDA Netherlands,USD,62050.56
"Optical Instruments, Test Equipment, Components and Accessories (31184-141102/001/PV)",PW-$$PV-903-65703,31184-141102/A,31184-141102/001/PV,Active,2014-09-10,2014-09-11,"N6650 - Optical Instruments, Test Equipment, Components and Accessories",Exclusive Rights,,NATIONAL RESEARCH COUNCIL CANADA BLDG M-22 MONTREAL RD OTTAWA ON K1A0R6 CAN,Spectra Research Corporation 5805 KENNEDY RD MISSISSAUGA Ontario L4Z2G3 Canada,USD,57267.00
"Ammunition, through 30mm (5FB0A-15U283/001/BK)",PW-$$BK-350-24669,5FB0A-15U283,5FB0A-15U283/001/BK,Active,2014-09-10,2014-09-11,"N1305 - Ammunition, through 30mm",Exclusive Rights,,CANADIAN COMMERCIAL CORPORATION 11TH FL. 50 O CONNOR ST OTTAWA ON K1A0S6 CAN,GENERAL DYNAMICS ORDNANCE AND TACTICAL SYSTEMS - CANADA INC. 5 Montée des Arsenaux Repentigny Quebec J5Z2P4 Canada,USD,2942640.00
Physical Properties Testing Equipment (W7714-156008/001/PV),PW-$$PV-929-65710,W7714-156008/A,W7714-156008/001/PV,Active,2014-09-10,2014-09-11,N6635 - Physical Properties Testing Equipment,Exclusive Rights,,DEPARTMENT OF NATIONAL DEFENCE BLDG 29 RECEIVING 3701 CARLING AVE OTTAWA ON K1A0Z4 CAN,Gamble Technologies Limited 6535 Millcreek Drive Unit #71 Mississauga Ontario L5N2M2 Canada,USD,49086.07
SPARE PARTS FOR LEOPARD II VEHICLES (W8486-151105/002/BL),PW-$$BL-265-24503,W8486-151105/A,W8486-151105/002/BL,Active,2014-09-10,2014-09-11,"N1005 - Guns, through 30 mm, unless installed in a vehicle, aircraft, ship",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,"HERKULES FAHRZEUGLOGISTIK LANDGRAF-KARL-STR 34131 KASSEL, GERMANY KASSEL Germany",EUR,1760.00
System Delay Equipment (7198720),PW-14-00651912,M2989-4-0030,7198720,Active,2014-08-19,2014-09-12,"N5820 - Radio and Television Communications Equipment, Except Airborne",,Open,"Dhadwal, Gursharn 778-290-2774 14200 Green Timbers Way, MS#909 Surrey, BC   V3T 6P3 CA","Interworking Labs Inc. PO Box 66190 Scotts Valley, CA, 95067, USA",USD,45796.80
SPARE PARTS FOR LEOPARD II VEHICLES (W8486-151105/006/BL),PW-$$BL-265-24503,W8486-151105/A,W8486-151105/006/BL,Active,2014-09-10,2014-09-12,"N1005 - Guns, through 30 mm, unless installed in a vehicle, aircraft, ship",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,Rheinmetall Landsysteme GmbH Heinrich-Ehrhardt-Straße 2 Unterlüß D-29345 Germany,EUR,902.50
SPARE PARTS FOR LEOPARD II VEHICLES (W8486-151105/005/BL),PW-$$BL-265-24503,W8486-151105/A,W8486-151105/005/BL,Active,2014-09-10,2014-09-12,"N1005 - Guns, through 30 mm, unless installed in a vehicle, aircraft, ship",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,PAAR LOGISTIK GMBH Stadtplatz 28 AICHACH D-86551 GERMANY,EUR,12262.00
SPARE PARTS FOR LEOPARD II VEHICLES (W8486-151105/004/BL),PW-$$BL-265-24503,W8486-151105/A,W8486-151105/004/BL,Active,2014-09-10,2014-09-12,"N1005 - Guns, through 30 mm, unless installed in a vehicle, aircraft, ship",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,GUNTER LANGKOPF HARFFSTR.36 DUSSELDORF 40591 Germany,EUR,2475.00
Laboratory Equipment and Supplies (31184-149396/001/PV),PW-$$PV-916-65720,31184-149396/A,31184-149396/001/PV,Active,2014-09-12,2014-09-15,N6640 - Laboratory Equipment and Supplies,Exclusive Rights,,NATIONAL RESEARCH COUNCIL CANADA BLDG M-22 MONTREAL RD OTTAWA ON K1A0R6 CAN,Newport Instruments Canada Corporation 1791 Deere Avenue Irvine California 92606 United States,USD,242950.00
Spare Parts for Leopard 2 (W8486-151104/001/BLB),PW-$$BL-273-24528,W8486-151104/A,W8486-151104/001/BLB,Active,2014-09-12,2014-09-15,"N3110 - Bearings, Antifriction, Unmounted",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,PAAR LOGISTIK GMBH Stadtplatz 28 AICHACH D-86551 GERMANY,EUR,1192.50
Spare Parts for Leopard 2 (W8486-151104/009/BLB),PW-$$BL-273-24528,W8486-151104/A,W8486-151104/009/BLB,Active,2014-09-12,2014-09-15,"N3110 - Bearings, Antifriction, Unmounted",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,"HERKULES FAHRZEUGLOGISTIK LANDGRAF-KARL-STR 34131 KASSEL, GERMANY KASSEL Germany",EUR,64.35
Spare Parts for Leopard 2 (W8486-151104/007/BLB),PW-$$BL-273-24528,W8486-151104/A,W8486-151104/007/BLB,Active,2014-09-12,2014-09-15,"N3110 - Bearings, Antifriction, Unmounted",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,Rheinmetall Landsysteme GmbH Heinrich-Ehrhardt-Straße 2 Unterlüß D-29345 Germany,EUR,1356.80
Spare Parts for Leopard 2 (W8486-151104/006/BLB),PW-$$BL-273-24528,W8486-151104/A,W8486-151104/006/BLB,Active,2014-09-12,2014-09-15,"N3110 - Bearings, Antifriction, Unmounted",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,ToKa Innovationen GmbH Schliekumer Strasse 25 Sarstedt 31157 Germany,EUR,1344.25
Spare Parts for Leopard 2 (W8486-151104/005/BLB),PW-$$BL-273-24528,W8486-151104/A,W8486-151104/005/BLB,Active,2014-09-12,2014-09-15,"N3110 - Bearings, Antifriction, Unmounted",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,GLOBAL LOGISTICS SUPPORT GmbH RESSENER WEG 1 ALTDOEBERN 03229 Germany,EUR,1194.70
Spare Parts for Leopard 2 (W8486-151104/004/BLB),PW-$$BL-273-24528,W8486-151104/A,W8486-151104/004/BLB,Active,2014-09-12,2014-09-15,"N3110 - Bearings, Antifriction, Unmounted",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,GUNTER LANGKOPF HARFFSTR.36 DUSSELDORF 40591 Germany,EUR,4414.00
SPARE PARTS FOR LEOPARD II VEHICLES (W8486-151105/001/BL),PW-$$BL-265-24503,W8486-151105/A,W8486-151105/001/BL,Active,2014-09-10,2014-09-15,"N1005 - Guns, through 30 mm, unless installed in a vehicle, aircraft, ship",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,GLOBAL LOGISTICS SUPPORT GmbH RESSENER WEG 1 ALTDOEBERN 03229 Germany,EUR,156493.08
Flying Training (W8B43-15ENJP/001/USW),PW-$USW-007-1221,W8B43-15ENJP,W8B43-15ENJP/001/USW,Active,2014-09-12,2014-09-15,V204I - Flying Training,Government Objectives Representing Best Interests/Value to Govt,,DEPARTMENT OF NATIONAL DEFENCE DETACHMENT OTTAWA 45 SACRE COEUR BLVD Gatineau QC K1A0K2 CAN,UNITED STATES DEPARTMENT OF THE AIR FORCE (AFSAT) 315 J ST WEST RANDOLF AFB Texas 78150 United States,USD,2351800.00
Marine Hardware and Hull Items (W8482-156404/001/ML),PW-$$ML-027-24682,W8482-156404/A,W8482-156404/001/ML,Active,2014-09-16,2014-09-17,N2040 - Marine Hardware and Hull Items,Exclusive Rights,,DEPARTMENT OF NATIONAL DEFENCE ATTN DGMEPM NP - DMARP 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,Evoqua Water technologies Ltd 2 Milltown Ct. Union New Jersey 07083 United States,USD,45992.66
SPARES FOR VICTORIA CLASS SUBMARINE (W8482-156392/02-GRK10),PW-14-00647725,GRK(W8482-156392/000/A),W8482-156392/02-GRK10,Active,2014-09-17,2014-09-18,"N4330 - Centrifugals, Separators, and Pressure and Vacuum Filters, N4820 - Valves, Nonpowered, N5330 - Packing and Gasket Material",,Open,"Pekrul, Sonja +49 261-98252-25 Public Works and Government Services Canada Mayener Strasse 87 D-56070 Koblenz, Germany sonja.pekrul@tpsgc-pwgsc.gc.ca","Central Management Catalogue Agency Ltd. Suites 1 and 2 Brindley Court, Gresley Road, Warndon Worcester, WR4 9FD United Kingdom",GBP,
"Submersibles, All Purpose (F1816-130009/001/XLV)",PW-$XLV-211-6544,F1816-130009/B,F1816-130009/001/XLV,Active,2014-09-16,2014-09-18,"N1905D - Submersibles, All Purpose",Best Overall Proposal,,FISHERIES AND OCEANS CANADA 25 HURON ST VICTORIA BC V8V4V9 CAN,AURORA ROV SYSTEMS LTD. 19 Herring Cove Wharf Lane Herring Cove Nova Scotia B3V1H2 Canada,USD,193082.40
ADP Software (W7714-155989/001/EE),PW-$$EE-013-28003,W7714-155989,W7714-155989/001/EE,Active,2014-09-17,2014-09-18,N7030 - ADP Software,Exclusive Rights,,DEPARTMENT OF NATIONAL DEFENCE BLDG 29 RECEIVING 3701 CARLING AVE OTTAWA ON K1A0Z4 CAN,"Analytical Graphics, Inc. 220 Valley Creek Blvd. Exton Pennsylvania 19341 United States",USD,54004.00
BEECHCRAFT PARTS AND EQUIPMENT (T8493-120021/001/CAG),PW-$$BY-252-22346,T8493-120021/A,T8493-120021/001/CAG,Active,2012-03-13,2014-09-18,N1680 - Miscellaneous Aircraft Accessories and Components,Only One Response to Bid Solicitation,,TRANSPORT CANADA 200 COMET PRIVATE OTTAWA ON K1V9B2 CAN,"Professional Aviation Assocates 4694 Aviation Parkway, Suite K Atlanta Georgia 30349 United States",USD,0.00
Spares Parts for Leo 2 (W8486-151258/010/BLB),PW-$$BL-275-24506,W8486-151258/A,W8486-151258/010/BLB,Active,2014-09-12,2014-09-16,"N5315 - Nails, Keys and Pins",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,Rheinmetall Landsysteme Gmbh Heinrich-Ehrhardt-Str. 2 Unterluess 29345 Germany,EUR,685.75
Spares Parts for Leo 2 (W8486-151258/009/BLB),PW-$$BL-275-24506,W8486-151258/A,W8486-151258/009/BLB,Active,2014-09-12,2014-09-16,"N5315 - Nails, Keys and Pins",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,"HERKULES FAHRZEUGLOGISTIK LANDGRAF-KARL-STR 34131 KASSEL, GERMANY KASSEL Germany",EUR,251.30
Spares Parts for Leo 2 (W8486-151258/007/BLB),PW-$$BL-275-24506,W8486-151258/A,W8486-151258/007/BLB,Active,2014-09-12,2014-09-16,"N5315 - Nails, Keys and Pins",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,GUNTER LANGKOPF HARFFSTR.36 DUSSELDORF 40591 Germany,EUR,27975.50
Spares Parts for Leo 2 (W8486-151258/006/BLB),PW-$$BL-275-24506,W8486-151258/A,W8486-151258/006/BLB,Active,2014-09-12,2014-09-16,"N5315 - Nails, Keys and Pins",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,GLOBAL LOGISTICS SUPPORT GmbH RESSENER WEG 1 ALTDOEBERN 03229 Germany,EUR,170197.56
Spares Parts for Leo 2 (W8486-151258/005/BLB),PW-$$BL-275-24506,W8486-151258/A,W8486-151258/005/BLB,Active,2014-09-12,2014-09-16,"N5315 - Nails, Keys and Pins",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,KRAUSS-MAFFEI WEGMANN GmbH & CO KG. KRAUSS-MAFFEI STRASSE 11 MUNICH D-80997 Germany,EUR,1540.29
Spares Parts for Leo 2 (W8486-151258/003/BLB),PW-$$BL-275-24506,W8486-151258/A,W8486-151258/003/BLB,Active,2014-09-12,2014-09-16,"N5315 - Nails, Keys and Pins",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,ToKa Innovationen GmbH Schliekumer Strasse 25 Sarstedt 31157 Germany,EUR,8676.00
Spares Parts for Leo 2 (W8486-151258/001/BLB),PW-$$BL-275-24506,W8486-151258/A,W8486-151258/001/BLB,Active,2014-09-12,2014-09-16,"N5315 - Nails, Keys and Pins",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,ZELTMANN IMPORT-EXPORT GmbH STREET IGELBACHSTR 14 LOFFENAU 76597 Germany,EUR,1150.40
Spares Parts for Leo 2 (W8486-151258/012/BLB),PW-$$BL-275-24506,W8486-151258/A,W8486-151258/012/BLB,Active,2014-09-12,2014-09-16,"N5315 - Nails, Keys and Pins",Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,PAAR LOGISTIK GMBH Stadtplatz 28 AICHACH D-86551 GERMANY,EUR,238.80
Spare Parts for the Leopard II (W8486-149601/006/BL),PW-$$BL-297-24180,W8486-149601/B,W8486-149601/006/BL,Active,2014-03-26,2014-03-27,N5331 - O-Ring,Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,KRAUSS-MAFFEI WEGMANN GmbH & Co. KG KRAUSS MAFFEI STR 11 POSTFACH 50 02 40 Munchen D-80972 Germany,EUR,5449.70
Spare Parts for the Leopard II (W8486-149601/007/BL),PW-$$BL-297-24180,W8486-149601/B,W8486-149601/007/BL,Active,2014-03-26,2014-03-27,N5331 - O-Ring,Lowest/Lower Bid,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,GUNTER LANGKOPF HARFFSTR.36 DUSSELDORF 40591 Germany,EUR,1811.80
SPARE PARTS - LEOPARD 2 A6M TANKS (W8486-123282/009/BLB),PW-$$BL-266-22548,W8486-123282/A,W8486-123282/009/BLB,Active,2012-06-22,2012-06-25,N2541 - Weapons Systems Specific Vehicular Accessories,,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,SDLE S.L. C/CFAMELIA 3 HUMANES (MADRID) 28970 Spain,EUR,375.00
Spare Parts in Support of the Leopard II A6M Tank (W8486-124094/001/BL),PW-$$BL-297-22706,W8486-124094/A,W8486-124094/001/BL,Active,2012-07-31,2012-08-01,N5305 - Screws,,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,August Schröder Maschinenbau GmbH Postfach 120543 Remscheid 42875 Germany,EUR,195.00
